PK15,PK30,PK33,PK14,PK29,PK32,PK16,PK31,PK34,PK2,PK1,PK3,PK12,PK18,PK21,PK24,PK27,PK5,PK8,PK41,PK42,PK11,PK17,PK20,PK23,PK26,PK4,PK7,PK37,PK38,PK10,PK13,PK19,PK22,PK25,PK28,PK6,PK9,PK39,PK40,PK35,PK36,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.15,0,48.480000000000004,13.79,0,0,0,0,0,0,0,0,0,4.46,0,44.86,Archaea,unk_k,Candidatus Thermoplasmatota,Thermoplasmata,Thermoplasmatales,unk_f,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea,unk_k,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea,unk_k,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea,unk_k,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,0,0,0,0,0,0,0,0,0,0,5.41,0,Archaea,unk_k,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
0,0,0,0,0,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,
0,0,0,0,85.28,0,0,0,0,0,0,0,0,0,0,0,0,5.18,0,0,27.59,0,7.720000000000001,28.69,4.86,4.87,0,0,0,0,0,0,0,0,0,0,0,0,17.85,0,0,0,Archaea,unk_k,Euryarchaeota,unk_c,unk_o,unk_f,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.95,0,0,4.22,0,0,0,0,0,0,0,0,0,0,0,7.16,Archaea,unk_k,Nitrososphaerota,unk_c,unk_o,unk_f,
0,0,0,0,0,0,0,0,0,0,2.76,0,0,0,0,0,0,0,0,0,0,0,0,4.97,0,7.71,2.76,0,0,9.54,0,0,0,0,0,0,0,0,0,0,6.69,0,Archaea,unk_k,Nitrososphaerota,unk_c,unk_o,unk_f,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08,15.06,0,48.06,0,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea,unk_k,Thermoproteota,unk_c,unk_o,unk_f,
0,0,0,7.86,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05,0,0,0,0,3.7,0,0,86.35,64.58,0,8,4.25,0,0,0,0,0,0,0,0,0,0,0,7.449999999999999,Archaea,unk_k,Thermoproteota,unk_c,unk_o,unk_f,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea,unk_k,unk_p,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.23,0,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea,unk_k,unk_p,unk_c,unk_o,,
0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,3.12,0,0,11.48,0,0,0,0,0,131.56,13.76,49.52,54.44,0,46.39,38.21,0,0,0,0,0,0,0,0,0,0,96.25999999999999,73.05,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,
0,0,0,69.76,0,0,0,0,0,3.35,41.55,0,0,0,11.16,27.03,3.83,32.220000000000006,0,0,36.55,6.45,45.980000000000004,1308.8299999999997,172.57,297.28999999999996,234.32999999999998,0,185.41,199.53999999999996,0,0,0,0,0,0,0,0,0,9.12,137.67,242.81,Archaea,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Acidobacteriota,Blastocatellia,unk_o,unk_f,Chloracidobacterium
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Acidobacteriota,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Acidobacteriota,Terriglobia,Bryobacterales,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99,18.39,0,0,0,0,6.77,8.13,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Acidobacteriota,Terriglobia,Bryobacterales,Solibacteraceae,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9.97,13.99,0,0,0,0,0,0,0,0,0,0,0,0,3,3.81,31.86,Bacteria,unk_k,Acidobacteriota,Terriglobia,Bryobacterales,Solibacteraceae,Solibacter
0,0,0,22.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Acidicapsa
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37,0,Bacteria,unk_k,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Acidisarcina
0,0,0,9.07,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0,0,0,0,3.51,17.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41,0,Bacteria,unk_k,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Acidobacterium
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46,13.97,Bacteria,unk_k,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Edaphobacter
0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Granulicella
0,0,0,23.12,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37,0,0,0,10.91,4.23,4.51,2.8,0,16.75,0,13.95,0,0,0,0,0,0,0,0,0,0,0,35.56,18.87,Bacteria,unk_k,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,
0,0,0,15.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terriglobus
0,0,0,19.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,16.669999999999998,7.63,0,6.97,0,4,8,0,0,0,0,0,0,0,0,0,0,3,26.299999999999997,Bacteria,unk_k,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,unk_g
0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,6.54,0,0,3.49,0,0,0,0,0,0,0,0,0,0,0,9.99,Bacteria,unk_k,Acidobacteriota,Terriglobia,Terriglobales,,
0,0,0,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.37,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,7.57,0,Bacteria,unk_k,Acidobacteriota,Terriglobia,Terriglobales,unk_f,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,6.67,0,5.880000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.99,Bacteria,unk_k,Acidobacteriota,Terriglobia,Terriglobales,unk_f,unk_g
0,0,0,4.64,0,0,0,0,0,0,0,0,0,0,9.16,0,0,0,0,0,4.58,0,3.75,22.68,6.22,4.06,39.72,2.46,0,0,0,0,0,0,0,0,0,0,0,0,5.43,18.54,Bacteria,unk_k,Acidobacteriota,unk_c,unk_o,,
0,0,0,397.24,0,0,2.75,0,0,7.699999999999999,25.95,0,0,0,0,0,0,17.29,0,0,44.22,73.6,117.83,220.14,24.77,25.770000000000003,92.55000000000001,12.83,73.23,120.11,0,0,0,0,0,0,0,0,0,16,174.97999999999996,361.9399999999999,Bacteria,unk_k,Acidobacteriota,unk_c,unk_o,unk_f,
2.17,0,0,111.16,0,0,0,0,0,5.38,7.96,0,0,0,0,0,0,3.49,0,0,0,12.350000000000001,14.110000000000001,71.58,28.46,8.55,70.65,0,33.449999999999996,14.79,0,6.23,0,0,0,0,0,0,0,0,73.2,92.13999999999999,Bacteria,unk_k,Acidobacteriota,unk_c,unk_o,unk_f,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Aciditerrimonas
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Microthrixaceae,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,Acidimicrobiales,,
0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,Acidimicrobiales,unk_f,
0,0,0,0,0,0,0,0,0,4.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77,0,0,0,0,0,0,0,0,0,0,6,0,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,Acidimicrobiales,unk_f,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Acidimicrobiia,unk_o,unk_f,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Acidothermales,Acidothermaceae,Acidothermus
0,0,0,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,0,0,0,0,2.9,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51,0,0,0,0,1.99,0,5.72,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,
0,0,0,0,1.08,0,0,0,0,0,0,5.66,0,0,0,0,0,0,0,0,0,0,0,2.54,0,0,0,0,0,0,0,2.47,0,0,0,0,6,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Actinomycetales,,
0,0,0,11.09,0,0,0,0,0,6.82,0,0,0,0,3.69,2.55,0,2.69,0,0,7.06,3.41,0,6.32,0,0,0,0,2.45,3.18,0,4.49,0,0,0,0,0,0,26,35.45,7.22,11.52,Bacteria,unk_k,Actinomycetota,Actinomycetes,Actinomycetales,unk_f,
0,0,10.11,59.78,0,0,0,0,11.45,0,0,5.07,0,0,0,0,0,3.71,0,0,3.84,0,0,24.95,0,0,4.33,5.22,5.23,3.54,0,3.69,0,0,0,0,8.56,0,0,0,27.880000000000003,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Actinomycetales,unk_f,unk_g
0,0,0,0,0,0,0,0,0,8.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,
0,0,0,0,0,0,0,0,0,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Frankiales,Frankiaceae,Frankia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59,0,0,0,0,0,0,0,0,0,2.87,0,0,0,0,0,0,0,0,0,0,16.16,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Frankiales,Frankiaceae,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Frankiales,Frankiaceae,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Frankiales,unk_f,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43,0,0,0,0,5.2,Bacteria,unk_k,Actinomycetota,Actinomycetes,Geodermatophilales,Geodermatophilaceae,Blastococcus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Geodermatophilales,,
0,0,0,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Jatrophihabitantales,Jatrophihabitantaceae,Jatrophihabitans
0,0,0,43.980000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,7.17,Bacteria,unk_k,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,
0,0,0,38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptacidiphilus
0,0,0,16.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,6.72,3.65,0,0,0,0,0,0,0,0,0,0,14.59,Bacteria,unk_k,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,0,0,0,0,0,0,0,0,3.62,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Brevibacteriaceae,Brevibacterium
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Brevibacteriaceae,
0,0,4.22,0,0,0,0,0,0,0,0,6.75,0,0,0,23.580000000000002,0,0,0,0,0,0,0,0,0,0,0,0,6.68,0,0,0,2.65,0,0,0,4.64,3.38,4.09,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas
0,0,3.86,0,0,0,0,0,2.7,5.36,0,0,0,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,
0,0,0,2.28,2.75,0,0,0,0,0,0,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Brachybacterium
0,0,0,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98,0,0,0,0,0,0,0,46.66,0,0,0,0,0,0,0,0,0,4.7,2.99,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Dermacoccaceae,Dermacoccus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.07,0,0,0,0,0,0,0,0,0,0,1.4,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Dermacoccaceae,Flexivirga
0,0,0,4.24,9.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,0,0,0,0,0,0,45.79,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Dermacoccaceae,
0,0,0,14.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Dermacoccaceae,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Dermatophilaceae,Austwickia
0,0,0,0,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Dermatophilaceae,
0,0,2.67,2.96,4.25,0,0,0,0,0,0,0,0,0,0,156.04999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Janibacter
0,0,0,6.9,2.37,0,0,0,0,0,0,0,0,0,0,38.02,0,0,0,0,0,0,0,0,0,0,8.79,0,0,0,0,3.67,3.75,0,0,2.32,0,0,0,0,0,4.55,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Terrabacter
0,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Tetrasphaera
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Kytococcaceae,Kytococcus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Kytococcaceae,
0,0,0,0,3.71,0,0,0,0,16.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Clavibacter
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Cryocola
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Curtobacterium
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.92,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Frondihabitans
0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Leifsonia
0,0,2.72,3.28,0,0,0,0,0,3.64,0,7.26,0,0,0,0,0,0,0,0,0,0,0,3.38,4.67,0,0,0,0,0,0,2.82,0,0,2.23,0,0,0,2.64,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium
0,0,0,0,0,0,0,0,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microterricola
0,0,0,0,13.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96,3.5,0,0,0,2.55,0,0,0,0,3.78,0,0,6.06,0,0,0,3.45,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Pseudoclavibacter
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Subtercola
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72,2.99,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,unk_g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter
0,0,0,0,5.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Glutamicibacter
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,0,0,0,0,0,0,5.63,0,0,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria
0,0,0,0,0,0,0,0,0,0,3.71,0,0,0,0,0,0,0,0,0,0,0,2.55,0,0,0,0,0,5.33,0,0,0,0,0,0,0,0,0,0,0,14.82,6.66,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus
0,0,0,0,8.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,34.58,0,36.15,2.58,0,0,0,0,0,0,0,0,0,0,68.87,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,
0,0,0,5.84,0,0,0,0,0,0,82.97999999999999,0,0,0,0,0,0,0,0,0,0,15.91,14.22,17.14,0,6.04,0,7.07,24.81,21.54,0,0,8.19,0,0,0,0,0,0,0,433.09,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Yaniella
0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.79,0,0,0,0,9.62,0,0,0.97,3,0,0,0,0,3.29,0,0,0,3.01,0,0,0,0,0,0,0,0,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Promicromonospora
0,0,0,9.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.04,15.43,0,3.94,0,28.96,0,0,0,0,0,0,0,0,0,0,0,4.86,0,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,unk_f,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.64,Bacteria,unk_k,Actinomycetota,Actinomycetes,Micrococcales,unk_f,unk_g
